Date,petroleo,selic,ipca,dolar,Inflation
2015-06-27,"61,67",13.75,,,
2015-06-26,"60,54",13.75,,3.1271,
2015-06-25,"60,24",13.75,,3.1015,
2015-06-24,"61,63",13.75,,3.0852,
2015-06-23,"59,41",13.75,,3.1042,
2015-06-22,"61,37",13.75,,3.0757,
2015-06-21,"60,75",13.75,,,
2015-06-20,"60,75",13.75,,,
2015-06-19,"60,99",13.75,,3.0788,
2015-06-18,"61,37",13.75,,3.0472,
2015-06-17,"60,75",13.75,,3.0989,
2015-06-16,"63,19",13.75,,3.1082,
2015-06-15,"63,76",13.75,,3.1036,
2015-06-14,"64,68",13.75,,,
2015-06-13,"63,23",13.75,,,
2015-06-12,"61,33",13.75,,3.1107,
2015-06-11,"63,76",13.75,,3.1514,
2015-06-10,"64,68",13.75,,3.0843,
2015-06-09,"60,36",13.75,,3.0991,
2015-06-08,"60,34",13.75,,3.119,
2015-06-07,"62,78",13.75,,,
2015-06-06,"63,14",13.75,,,
2015-06-05,"62,87",13.75,,3.1684,
2015-06-04,"60,34",13.75,,,
2015-06-03,"62,78",13.25,,3.1184,
2015-06-02,"63,16",13.25,,3.1443,
2015-06-01,"60,12",13.25,0.79,3.1789,238.638
2015-05-31,"61,35",13.25,,,
2015-05-30,"61,65",13.25,,,
2015-05-29,"64,52",13.25,,3.1788,
2015-05-28,"60,12",13.25,,3.1748,
2015-05-27,"61,35",13.25,,3.174,
2015-05-26,"64,70",13.25,,3.1351,
2015-05-25,"64,70",13.25,,3.1212,
2015-05-24,"63,52",13.25,,,
2015-05-23,"63,48",13.25,,,
2015-05-22,"65,15",13.25,,3.0653,
2015-05-21,"64,70",13.25,,3.0295,
2015-05-20,"63,52",13.25,,3.0347,
2015-05-19,"64,69",13.25,,3.0284,
2015-05-18,"65,58",13.25,,3.0145,
2015-05-17,"66,33",13.25,,,
2015-05-16,"65,09",13.25,,,
2015-05-15,"62,82",13.25,,2.9894,
2015-05-14,"65,58",13.25,,3.0032,
2015-05-13,"66,33",13.25,,3.0103,
2015-05-12,"63,82",13.25,,3.0389,
2015-05-11,"64,93",13.25,,3.0175,
2015-05-10,"66,22",13.25,,,
2015-05-09,"65,44",13.25,,,
2015-05-08,"64,62",13.25,,2.9966,
2015-05-07,"64,93",13.25,,3.0421,
2015-05-06,"66,22",13.25,,3.042,
2015-05-05,"64,13",13.25,,3.0626,
2015-05-04,"63,90",13.25,,3.0754,
2015-05-03,"63,97",13.25,,,
2015-05-02,"62,61",13.25,,,
2015-05-01,"62,86",13.25,0.74,,237.805
2015-04-30,"63,90",13.25,,2.9936,
2015-04-29,"63,97",12.75,,2.9375,
2015-04-28,"62,96",12.75,,2.8943,
2015-04-27,"62,66",12.75,,2.9236,
2015-04-26,"60,12",12.75,,,
2015-04-25,"60,12",12.75,,,
2015-04-24,"61,20",12.75,,2.9745,
2015-04-23,"62,66",12.75,,3.0084,
2015-04-22,"60,12",12.75,,3.0186,
2015-04-21,"61,31",12.75,,,
2015-04-20,"60,13",12.75,,3.0473,
2015-04-19,"59,32",12.75,,,
2015-04-18,"57,69",12.75,,,
2015-04-17,"57,14",12.75,,3.0544,
2015-04-16,"60,13",12.75,,3.0249,
2015-04-15,"59,32",12.75,,3.0681,
2015-04-14,"56,82",12.75,,3.088,
2015-04-13,"56,04",12.75,,3.1011,
2015-04-12,"56,42",12.75,,,
2015-04-11,"57,55",12.75,,,
2015-04-10,"55,73",12.75,,3.0796,
2015-04-09,"56,04",12.75,,3.0466,
2015-04-08,"56,42",12.75,,3.0834,
2015-04-07,"55,73",12.75,,3.1231,
2015-04-06,"55,73",12.75,,3.0926,
2015-04-05,"55,73",12.75,,,
2015-04-04,"53,69",12.75,,,
2015-04-03,"53,99",12.75,,,
2015-04-02,"55,73",12.75,,3.1492,
2015-04-01,"55,73",12.75,0.71,3.1556,236.599
2015-03-31,"56,44",12.75,,3.208,
2015-03-30,"57,02",12.75,,3.2601,
2015-03-29,"54,18",12.75,,,
2015-03-28,"53,61",12.75,,,
2015-03-27,"53,82",12.75,,3.2259,
2015-03-26,"57,02",12.75,,3.1915,
2015-03-25,"54,18",12.75,,3.1476,
2015-03-24,"53,88",12.75,,3.131,
2015-03-23,"52,96",12.75,,3.18,
2015-03-22,"52,59",12.75,,,
2015-03-21,"52,17",12.75,,,
2015-03-20,"52,00",12.75,,3.2423,
2015-03-19,"52,96",12.75,,3.2642,
2015-03-18,"52,59",12.75,,3.2518,
2015-03-17,"54,80",12.75,,3.2683,
2015-03-16,"56,66",12.75,,3.2257,
2015-03-15,"56,46",12.75,,,
2015-03-14,"55,95",12.75,,,
2015-03-13,"58,67",12.75,,3.2264,
2015-03-12,"56,66",12.75,,3.1171,
2015-03-11,"56,46",12.75,,3.1162,
2015-03-10,"59,15",12.75,,3.1299,
2015-03-09,"60,33",12.75,,3.1018,
2015-03-08,"59,18",12.75,,,
2015-03-07,"61,18",12.75,,,
2015-03-06,"60,75",12.75,,3.0366,
2015-03-05,"60,33",12.75,,2.9931,
2015-03-04,"59,18",12.25,,2.9804,
2015-03-03,"61,89",12.25,,2.9051,
2015-03-02,"61,39",12.25,,2.8655,
2015-03-01,"59,77",12.25,1.32,,236.119
2015-02-28,"60,33",12.25,,,
2015-02-27,"59,78",12.25,,2.8782,
2015-02-26,"61,39",12.25,,2.8728,
2015-02-25,"59,77",12.25,,2.8646,
2015-02-24,"60,99",12.25,,2.8649,
2015-02-23,"58,78",12.25,,2.8811,
2015-02-22,"60,72",12.25,,,
2015-02-21,"60,78",12.25,,,
2015-02-20,"61,57",12.25,,2.8701,
2015-02-19,"58,78",12.25,,2.8545,
2015-02-18,"60,72",12.25,,2.843,
2015-02-17,"60,33",12.25,,,
2015-02-16,"56,23",12.25,,,
2015-02-15,"53,48",12.25,,,
2015-02-14,"55,79",12.25,,,
2015-02-13,"57,00",12.25,,2.8392,
2015-02-12,"56,23",12.25,,2.8625,
2015-02-11,"53,48",12.25,,2.8576,
2015-02-10,"55,88",12.25,,2.8075,
2015-02-09,"55,98",12.25,,2.7873,
2015-02-08,"55,07",12.25,,,
2015-02-07,"54,41",12.25,,,
2015-02-06,"51,74",12.25,,2.7641,
2015-02-05,"55,98",12.25,,2.7386,
2015-02-04,"55,07",12.25,,2.7148,
2015-02-03,"47,52",12.25,,2.7059,
2015-02-02,"46,61",12.25,,2.6894,
2015-02-01,"47,07",12.25,1.22,,234.722
2015-01-31,"46,55",12.25,,,
2015-01-30,"46,07",12.25,,2.6623,
2015-01-29,"46,61",12.25,,2.596,
2015-01-28,"47,07",12.25,,2.5797,
2015-01-27,"46,69",12.25,,2.5809,
2015-01-26,"46,09",12.25,,2.5966,
2015-01-25,"46,50",12.25,,,
2015-01-24,"46,49",12.25,,,
2015-01-23,"46,69",12.25,,2.5856,
2015-01-22,"46,09",12.25,,2.5754,
2015-01-21,"46,50",11.75,,2.5968,
2015-01-20,"47,38",11.75,,2.6247,
2015-01-19,"47,66",11.75,,2.6243,
2015-01-18,"45,82",11.75,,,
2015-01-17,"45,13",11.75,,,
2015-01-16,"46,90",11.75,,2.6193,
2015-01-15,"47,66",11.75,,2.6122,
2015-01-14,"45,82",11.75,,2.6222,
2015-01-13,"47,64",11.75,,2.6485,
2015-01-12,"49,43",11.75,,2.6575,
2015-01-11,"49,06",11.75,,,
2015-01-10,"50,12",11.75,,,
2015-01-09,"51,08",11.75,,2.6583,
2015-01-08,"49,43",11.75,,2.6919,
2015-01-07,"49,06",11.75,,2.6807,
2015-01-06,"55,38",11.75,,2.7023,
2015-01-05,"55,27",11.75,,2.7107,
2015-01-04,"55,27",11.75,,,
2015-01-03,"55,60",11.75,,,
2015-01-02,"57,86",11.75,,2.6929,
2015-01-01,"55,27",11.75,1.24,,233.707
2014-12-31,"55,27",11.75,,2.6562,
2014-12-30,"58,72",11.75,,2.6562,
2014-12-29,"57,86",11.75,,2.6783,
2014-12-28,"58,67",11.75,,,
2014-12-27,"59,07",11.75,,,
2014-12-26,"58,31",11.75,,2.6812,
2014-12-24,"58,67",11.75,,2.6832,
2014-12-23,"58,87",11.75,,2.6775,
2014-12-22,"58,81",11.75,,2.6527,
2014-12-21,"59,84",11.75,,,
2014-12-20,"60,26",11.75,,,
2014-12-19,"61,09",11.75,,2.6486,
2014-12-18,"58,81",11.75,,2.6676,
2014-12-17,"59,84",11.75,,2.7246,
2014-12-16,"61,67",11.75,,2.7403,
2014-12-15,"63,65",11.75,,2.6717,
2014-12-14,"63,32",11.75,,,
2014-12-13,"66,11",11.75,,,
2014-12-12,"65,64",11.75,,2.6558,
2014-12-11,"63,65",11.75,,2.6271,
2014-12-10,"63,32",11.75,,2.5931,
2014-12-09,"68,00",11.75,,2.6016,
2014-12-08,"68,48",11.75,,2.5923,
2014-12-07,"70,13",11.75,,,
2014-12-06,"71,13",11.75,,,
2014-12-05,"70,87",11.75,,2.5888,
2014-12-04,"68,48",11.75,,2.5797,
2014-12-03,"70,13",11.25,,2.5607,
2014-12-02,"71,89",11.25,,2.5664,
2014-12-01,"70,87",11.25,0.78,2.5624,234.812
2014-11-30,"77,39",11.25,,,
2014-11-29,"77,62",11.25,,,
2014-11-28,"79,62",11.25,,2.5601,
2014-11-26,"77,39",11.25,,2.5103,
2014-11-25,"79,20",11.25,,2.5237,
2014-11-24,"77,61",11.25,,2.5282,
2014-11-23,"77,21",11.25,,,
2014-11-22,"77,23",11.25,,,
2014-11-21,"76,86",11.25,,2.5391,
2014-11-20,"77,61",11.25,,2.545,
2014-11-19,"77,21",11.25,,2.5849,
2014-11-18,"77,51",11.25,,2.5967,
2014-11-17,"77,74",11.25,,2.6035,
2014-11-16,"80,42",11.25,,,
2014-11-15,"80,94",11.25,,,
2014-11-14,"82,90",11.25,,2.6136,
2014-11-13,"77,74",11.25,,2.5725,
2014-11-12,"80,42",11.25,,2.555,
2014-11-11,"83,20",11.25,,2.5644,
2014-11-10,"82,08",11.25,,2.539,
2014-11-09,"82,88",11.25,,,
2014-11-08,"82,12",11.25,,,
2014-11-07,"84,90",11.25,,2.5721,
2014-11-06,"82,08",11.25,,2.5325,
2014-11-05,"82,88",11.25,,2.5168,
2014-11-04,"84,17",11.25,,2.5195,
2014-11-03,"85,50",11.25,,2.4839,
2014-11-02,"86,91",11.25,,,
2014-11-01,"85,57",11.25,0.51,,236.151
2014-10-31,"85,64",11.25,,2.4442,
2014-10-30,"85,50",11.25,,2.4119,
2014-10-29,"86,91",11.0,,2.4346,
2014-10-28,"86,00",11.0,,2.4869,
2014-10-27,"85,94",11.0,,2.5341,
2014-10-26,"86,38",11.0,,,
2014-10-25,"85,17",11.0,,,
2014-10-24,"84,42",11.0,,2.4805,
2014-10-23,"85,94",11.0,,2.5004,
2014-10-22,"86,38",11.0,,2.4781,
2014-10-21,"85,27",11.0,,2.4797,
2014-10-20,"84,02",11.0,,2.4554,
2014-10-19,"84,02",11.0,,,
2014-10-18,"86,36",11.0,,,
2014-10-17,"87,82",11.0,,2.4477,
2014-10-16,"84,02",11.0,,2.477,
2014-10-15,"84,02",11.0,,2.4316,
2014-10-14,"88,66",11.0,,2.3991,
2014-10-13,"90,47",11.0,,2.3923,
2014-10-12,"90,25",11.0,,,
2014-10-11,"90,90",11.0,,,
2014-10-10,"90,65",11.0,,2.4103,
2014-10-09,"90,47",11.0,,2.3914,
2014-10-08,"90,25",11.0,,2.4072,
2014-10-07,"90,80",11.0,,2.4038,
2014-10-06,"91,29",11.0,,2.4098,
2014-10-05,"94,57",11.0,,,
2014-10-04,"94,67",11.0,,,
2014-10-03,"95,70",11.0,,2.4932,
2014-10-02,"91,29",11.0,,2.4785,
2014-10-01,"94,57",11.0,0.42,2.4623,237.433
2014-09-30,"95,08",11.0,,2.451,
2014-09-29,"95,20",11.0,,2.4522,
2014-09-28,"94,53",11.0,,,
2014-09-27,"94,87",11.0,,,
2014-09-26,"95,37",11.0,,2.431,
2014-09-25,"95,20",11.0,,2.4085,
2014-09-24,"94,53",11.0,,2.407,
2014-09-23,"96,75",11.0,,2.4026,
2014-09-22,"96,82",11.0,,2.387,
2014-09-21,"97,70",11.0,,,
2014-09-20,"97,39",11.0,,,
2014-09-19,"96,43",11.0,,2.3656,
2014-09-18,"96,82",11.0,,2.3668,
2014-09-17,"97,70",11.0,,2.3384,
2014-09-16,"96,31",11.0,,2.3351,
2014-09-15,"96,42",11.0,,2.3401,
2014-09-14,"96,26",11.0,,,
2014-09-13,"98,08",11.0,,,
2014-09-12,"99,53",11.0,,2.3251,
2014-09-11,"96,42",11.0,,2.288,
2014-09-10,"96,26",11.0,,2.2967,
2014-09-09,"99,51",11.0,,2.2813,
2014-09-08,"101,21",11.0,,2.2491,
2014-09-07,"100,88",11.0,,,
2014-09-06,"100,21",11.0,,,
2014-09-05,"99,51",11.0,,2.2416,
2014-09-04,"101,21",11.0,,2.2356,
2014-09-03,"100,88",11.0,,2.2319,
2014-09-02,"101,12",11.0,,2.2521,
2014-09-01,"100,71",11.0,0.57,2.2364,238.031
2014-08-31,"100,40",11.0,,,
2014-08-30,"100,50",11.0,,,
2014-08-29,"100,49",11.0,,2.2396,
2014-08-28,"100,71",11.0,,2.2499,
2014-08-27,"100,40",11.0,,2.2591,
2014-08-26,"100,09",11.0,,2.2748,
2014-08-25,"100,28",11.0,,2.2808,
2014-08-24,"99,92",11.0,,,
2014-08-23,"99,74",11.0,,,
2014-08-22,"99,37",11.0,,2.2778,
2014-08-21,"100,28",11.0,,2.2582,
2014-08-20,"99,92",11.0,,2.255,
2014-08-19,"101,13",11.0,,2.2587,
2014-08-18,"101,15",11.0,,2.2595,
2014-08-17,"102,27",11.0,,,
2014-08-16,"101,68",11.0,,,
2014-08-15,"103,47",11.0,,2.269,
2014-08-14,"101,15",11.0,,2.2703,
2014-08-13,"102,27",11.0,,2.2692,
2014-08-12,"103,36",11.0,,2.277,
2014-08-11,"104,02",11.0,,2.2779,
2014-08-10,"104,17",11.0,,,
2014-08-09,"102,82",11.0,,,
2014-08-08,"103,63",11.0,,2.2986,
2014-08-07,"104,02",11.0,,2.2802,
2014-08-06,"104,17",11.0,,2.279,
2014-08-05,"103,45",11.0,,2.2756,
2014-08-04,"104,94",11.0,,2.2577,
2014-08-03,"106,47",11.0,,,
2014-08-02,"106,98",11.0,,,
2014-08-01,"106,70",11.0,0.25,2.2607,237.852
2014-07-31,"104,94",11.0,,2.2674,
2014-07-30,"106,47",11.0,,2.2447,
2014-07-29,"106,89",11.0,,2.2278,
2014-07-28,"105,78",11.0,,2.2302,
2014-07-27,"106,85",11.0,,,
2014-07-26,"106,48",11.0,,,
2014-07-25,"105,71",11.0,,2.2293,
2014-07-24,"105,78",11.0,,2.2204,
2014-07-23,"106,85",11.0,,2.2202,
2014-07-22,"106,03",11.0,,2.2129,
2014-07-21,"106,04",11.0,,2.2238,
2014-07-20,"105,41",11.0,,,
2014-07-19,"104,73",11.0,,,
2014-07-18,"104,73",11.0,,2.2362,
2014-07-17,"106,04",11.0,,2.2403,
2014-07-16,"105,41",11.0,,2.2193,
2014-07-15,"105,77",11.0,,2.2195,
2014-07-14,"106,20",11.0,,2.2176,
2014-07-13,"106,84",11.0,,,
2014-07-12,"107,65",11.0,,,
2014-07-11,"108,70",11.0,,2.2228,
2014-07-10,"106,20",11.0,,2.2237,
2014-07-09,"106,84",11.0,,2.2139,
2014-07-08,"107,65",11.0,,2.215,
2014-07-07,"108,98",11.0,,2.2201,
2014-07-06,"110,18",11.0,,,
2014-07-05,"110,84",11.0,,,
2014-07-04,"111,03",11.0,,2.2149,
2014-07-03,"108,98",11.0,,2.2281,
2014-07-02,"110,18",11.0,,2.2134,
2014-07-01,"112,62",11.0,0.01,2.2054,238.25
2014-06-30,"112,61",11.0,,2.2025,
2014-06-29,"112,84",11.0,,,
2014-06-28,"113,74",11.0,,,
2014-06-27,"113,62",11.0,,2.1975,
2014-06-26,"112,61",11.0,,2.2089,
2014-06-25,"112,84",11.0,,2.2052,
2014-06-24,"114,55",11.0,,2.2217,
2014-06-23,"115,19",11.0,,2.2195,
2014-06-22,"114,25",11.0,,,
2014-06-21,"114,02",11.0,,,
2014-06-20,"113,42",11.0,,2.238,
2014-06-19,"115,19",11.0,,,
2014-06-18,"114,25",11.0,,2.2534,
2014-06-17,"113,15",11.0,,2.2486,
2014-06-16,"112,18",11.0,,2.2313,
2014-06-15,"109,83",11.0,,,
2014-06-14,"109,18",11.0,,,
2014-06-13,"110,55",11.0,,2.2347,
2014-06-12,"112,18",11.0,,2.2306,
2014-06-11,"109,83",11.0,,2.2307,
2014-06-10,"109,21",11.0,,2.2296,
2014-06-09,"108,43",11.0,,2.2336,
2014-06-08,"109,07",11.0,,,
2014-06-07,"108,87",11.0,,,
2014-06-06,"109,34",11.0,,2.2445,
2014-06-05,"108,43",11.0,,2.2695,
2014-06-04,"109,07",11.0,,2.2802,
2014-06-03,"109,21",11.0,,2.2654,
2014-06-02,"109,98",11.0,,2.264,
2014-06-01,"109,09",11.0,0.4,,238.343
2014-05-31,"109,81",11.0,,,
2014-05-30,"110,01",11.0,,2.239,
2014-05-29,"109,98",11.0,,2.2251,
2014-05-28,"109,09",11.0,,2.2405,
2014-05-27,"110,19",11.0,,2.2354,
2014-05-26,"110,89",11.0,,2.2209,
2014-05-25,"111,32",11.0,,,
2014-05-24,"110,35",11.0,,,
2014-05-23,"110,84",11.0,,2.2187,
2014-05-22,"110,89",11.0,,2.2131,
2014-05-21,"111,32",11.0,,2.2111,
2014-05-20,"110,90",11.0,,2.2156,
2014-05-19,"109,74",11.0,,2.2111,
2014-05-18,"109,87",11.0,,,
2014-05-17,"108,78",11.0,,,
2014-05-16,"108,37",11.0,,2.211,
2014-05-15,"109,74",11.0,,2.2166,
2014-05-14,"109,87",11.0,,2.2129,
2014-05-13,"108,26",11.0,,2.2101,
2014-05-12,"108,19",11.0,,2.2164,
2014-05-11,"108,17",11.0,,,
2014-05-10,"108,30",11.0,,,
2014-05-09,"109,48",11.0,,2.2192,
2014-05-08,"108,19",11.0,,2.2107,
2014-05-07,"108,17",11.0,,2.2282,
2014-05-06,"109,48",11.0,,2.2322,
2014-05-05,"108,63",11.0,,2.2286,
2014-05-04,"108,63",11.0,,,
2014-05-03,"109,89",11.0,,,
2014-05-02,"109,12",11.0,,2.2221,
2014-05-01,"108,63",11.0,0.46,,237.9
2014-04-30,"108,63",11.0,,2.236,
2014-04-29,"109,53",11.0,,2.2199,
2014-04-28,"109,79",11.0,,2.237,
2014-04-27,"108,48",11.0,,,
2014-04-26,"108,54",11.0,,,
2014-04-25,"109,69",11.0,,2.2325,
2014-04-24,"109,79",11.0,,2.2229,
2014-04-23,"108,48",11.0,,2.2426,
2014-04-22,"108,54",11.0,,2.2449,
2014-04-21,"109,79",11.0,,,
2014-04-20,"109,71",11.0,,,
2014-04-19,"109,10",11.0,,,
2014-04-18,"107,68",11.0,,,
2014-04-17,"109,79",11.0,,2.2482,
2014-04-16,"109,71",11.0,,2.2342,
2014-04-15,"107,34",11.0,,2.2257,
2014-04-14,"107,10",11.0,,2.2096,
2014-04-13,"107,39",11.0,,,
2014-04-12,"105,83",11.0,,,
2014-04-11,"104,89",11.0,,2.2059,
2014-04-10,"107,10",11.0,,2.1987,
2014-04-09,"107,39",11.0,,2.2111,
2014-04-08,"106,41",11.0,,2.1974,
2014-04-07,"104,88",11.0,,2.2326,
2014-04-06,"103,37",11.0,,,
2014-04-05,"105,70",11.0,,,
2014-04-04,"105,95",11.0,,2.242,
2014-04-03,"104,88",11.0,,2.2811,
2014-04-02,"103,37",10.75,,2.2711,
2014-04-01,"106,64",10.75,0.67,2.262,237.072
2014-03-31,"106,58",10.75,,2.263,
2014-03-30,"105,90",10.75,,,
2014-03-29,"107,01",10.75,,,
2014-03-28,"106,59",10.75,,2.2603,
2014-03-27,"106,58",10.75,,2.283,
2014-03-26,"105,90",10.75,,2.3119,
2014-03-25,"107,20",10.75,,2.3124,
2014-03-24,"105,73",10.75,,2.3248,
2014-03-23,"105,95",10.75,,,
2014-03-22,"106,79",10.75,,,
2014-03-21,"106,99",10.75,,2.3245,
2014-03-20,"105,73",10.75,,2.342,
2014-03-19,"105,95",10.75,,2.3338,
2014-03-18,"108,08",10.75,,2.3522,
2014-03-17,"107,48",10.75,,2.3518,
2014-03-16,"107,88",10.75,,,
2014-03-15,"108,35",10.75,,,
2014-03-14,"108,27",10.75,,2.3638,
2014-03-13,"107,48",10.75,,2.3486,
2014-03-12,"107,88",10.75,,2.3649,
2014-03-11,"109,14",10.75,,2.3461,
2014-03-10,"107,99",10.75,,2.341,
2014-03-09,"108,15",10.75,,,
2014-03-08,"109,17",10.75,,,
2014-03-07,"111,26",10.75,,2.3382,
2014-03-06,"107,99",10.75,,2.3094,
2014-03-05,"108,15",10.75,,2.324,
2014-03-04,"108,98",10.75,,,
2014-03-03,"108,54",10.75,,,
2014-03-02,"109,39",10.75,,,
2014-03-01,"109,19",10.75,0.92,,236.293
2014-02-28,"109,76",10.75,,2.3334,
2014-02-27,"108,54",10.75,,2.3436,
2014-02-26,"109,39",10.5,,2.3454,
2014-02-25,"109,03",10.5,,2.3367,
2014-02-24,"109,42",10.5,,2.3391,
2014-02-23,"110,37",10.5,,,
2014-02-22,"110,14",10.5,,,
2014-02-21,"109,03",10.5,,2.3625,
2014-02-20,"109,42",10.5,,2.3799,
2014-02-19,"110,37",10.5,,2.3986,
2014-02-18,"108,63",10.5,,2.3983,
2014-02-17,"108,98",10.5,,2.387,
2014-02-16,"108,62",10.5,,,
2014-02-15,"109,21",10.5,,,
2014-02-14,"110,18",10.5,,2.3924,
2014-02-13,"108,98",10.5,,2.4238,
2014-02-12,"108,62",10.5,,2.4086,
2014-02-11,"110,12",10.5,,2.4076,
2014-02-10,"108,15",10.5,,2.3936,
2014-02-09,"106,81",10.5,,,
2014-02-08,"107,04",10.5,,,
2014-02-07,"106,55",10.5,,2.3817,
2014-02-06,"108,15",10.5,,2.4041,
2014-02-05,"106,81",10.5,,2.4106,
2014-02-04,"108,16",10.5,,2.4177,
2014-02-03,"109,36",10.5,,2.409,
2014-02-02,"108,83",10.5,,,
2014-02-01,"109,10",10.5,0.69,,234.781
2014-01-31,"108,72",10.5,,2.4263,
2014-01-30,"109,36",10.5,,2.4224,
2014-01-29,"108,83",10.5,,2.4397,
2014-01-28,"109,14",10.5,,2.4165,
2014-01-27,"109,69",10.5,,2.4044,
2014-01-26,"109,69",10.5,,,
2014-01-25,"109,17",10.5,,,
2014-01-24,"108,01",10.5,,2.4129,
2014-01-23,"109,69",10.5,,2.3761,
2014-01-22,"109,69",10.5,,2.3601,
2014-01-21,"108,45",10.5,,2.3608,
2014-01-20,"107,46",10.5,,2.3335,
2014-01-19,"108,09",10.5,,,
2014-01-18,"107,12",10.5,,,
2014-01-17,"108,02",10.5,,2.3601,
2014-01-16,"107,46",10.5,,2.3683,
2014-01-15,"108,09",10.0,,2.347,
2014-01-14,"106,44",10.0,,2.3617,
2014-01-13,"107,49",10.0,,2.3491,
2014-01-12,"107,42",10.0,,,
2014-01-11,"107,01",10.0,,,
2014-01-10,"106,71",10.0,,2.3819,
2014-01-09,"107,49",10.0,,2.396,
2014-01-08,"107,42",10.0,,2.3779,
2014-01-07,"106,57",10.0,,2.3634,
2014-01-06,"107,94",10.0,,2.3789,
2014-01-04,"109,95",10.0,,,
2014-01-03,"110,47",10.0,,2.3741,
2014-01-02,"107,94",10.0,,2.3975,
2013-12-31,"112,06",10.0,,2.3426,
2013-12-30,"111,65",10.0,,2.3426,
2013-12-28,"111,57",10.0,,,
2013-12-27,"111,58",10.0,,2.3538,
2013-12-26,"111,65",10.0,,2.3507,
2013-12-24,"112,15",10.0,,2.3554,
2013-12-23,"110,78",10.0,,2.3706,
2013-12-22,"109,56",10.0,,,
2013-12-21,"108,91",10.0,,,
2013-12-20,"110,30",10.0,,2.3817,
2013-12-19,"110,78",10.0,,2.3528,
2013-12-18,"109,56",10.0,,2.3274,
2013-12-17,"108,08",10.0,,2.3221,
2013-12-16,"108,99",10.0,,2.3255,
2013-12-15,"109,47",10.0,,,
2013-12-14,"108,91",10.0,,,
2013-12-13,"110,07",10.0,,2.3354,
2013-12-12,"108,99",10.0,,2.3338,
2013-12-11,"109,47",10.0,,2.3262,
2013-12-10,"111,50",10.0,,2.3102,
2013-12-09,"112,07",10.0,,2.3225,
2013-12-08,"113,27",10.0,,,
2013-12-07,"113,06",10.0,,,
2013-12-06,"111,49",10.0,,2.3525,
2013-12-05,"112,07",10.0,,2.3747,
2013-12-04,"113,27",10.0,,2.374,
2013-12-03,"111,07",10.0,,2.3558,
2013-12-02,"111,49",10.0,,2.3449,
2013-12-01,"111,32",10.0,0.92,,233.049
2013-11-30,"112,04",10.0,,,
2013-11-29,"110,83",10.0,,2.3249,
2013-11-27,"111,32",9.5,,2.3058,
2013-11-26,"111,36",9.5,,2.304,
2013-11-25,"109,90",9.5,,2.2871,
2013-11-24,"108,27",9.5,,,
2013-11-23,"108,29",9.5,,,
2013-11-22,"108,80",9.5,,2.2913,
2013-11-21,"109,90",9.5,,2.3067,
2013-11-20,"108,27",9.5,,2.2726,
2013-11-19,"108,25",9.5,,2.2662,
2013-11-18,"108,29",9.5,,2.2828,
2013-11-17,"106,90",9.5,,,
2013-11-16,"106,29",9.5,,,
2013-11-15,"105,76",9.5,,,
2013-11-14,"108,29",9.5,,2.3289,
2013-11-13,"106,90",9.5,,2.3234,
2013-11-12,"104,29",9.5,,2.3362,
2013-11-11,"103,08",9.5,,2.3142,
2013-11-10,"105,46",9.5,,,
2013-11-09,"105,01",9.5,,,
2013-11-08,"104,85",9.5,,2.317,
2013-11-07,"103,08",9.5,,2.2825,
2013-11-06,"105,46",9.5,,2.2785,
2013-11-05,"105,78",9.5,,2.2747,
2013-11-04,"107,53",9.5,,2.2426,
2013-11-03,"108,41",9.5,,,
2013-11-02,"108,04",9.5,,,
2013-11-01,"108,29",9.5,0.54,2.2468,233.069
2013-10-31,"107,53",9.5,,2.2026,
2013-10-30,"108,41",9.5,,2.1888,
2013-10-29,"105,70",9.5,,2.1804,
2013-10-28,"106,63",9.5,,2.1846,
2013-10-27,"107,74",9.5,,,
2013-10-26,"109,57",9.5,,,
2013-10-25,"109,47",9.5,,2.1848,
2013-10-24,"106,63",9.5,,2.2003,
2013-10-23,"107,74",9.5,,2.1826,
2013-10-22,"109,57",9.5,,2.176,
2013-10-21,"109,55",9.5,,2.1738,
2013-10-20,"110,79",9.5,,,
2013-10-19,"110,67",9.5,,,
2013-10-18,"110,13",9.5,,2.1616,
2013-10-17,"109,55",9.5,,2.1611,
2013-10-16,"110,79",9.5,,2.1629,
2013-10-15,"110,65",9.5,,2.1818,
2013-10-14,"111,63",9.5,,2.1817,
2013-10-13,"109,02",9.5,,,
2013-10-12,"110,56",9.5,,,
2013-10-11,"109,66",9.5,,2.1821,
2013-10-10,"111,63",9.5,,2.185,
2013-10-09,"109,02",9.0,,2.2054,
2013-10-08,"109,42",9.0,,2.2016,
2013-10-07,"109,49",9.0,,2.2087,
2013-10-06,"109,09",9.0,,,
2013-10-05,"107,32",9.0,,,
2013-10-04,"107,85",9.0,,2.2051,
2013-10-03,"109,49",9.0,,2.2069,
2013-10-02,"109,09",9.0,,2.2088,
2013-10-01,"109,45",9.0,0.57,2.2123,233.546
2013-09-30,"108,86",9.0,,2.23,
2013-09-29,"109,46",9.0,,,
2013-09-28,"107,68",9.0,,,
2013-09-27,"108,56",9.0,,2.2571,
2013-09-26,"108,86",9.0,,2.2285,
2013-09-25,"109,46",9.0,,2.2224,
2013-09-24,"110,22",9.0,,2.2031,
2013-09-23,"110,66",9.0,,2.2033,
2013-09-22,"109,09",9.0,,,
2013-09-21,"109,05",9.0,,,
